mes_ref;dt_vcto;id_client;id_uc;grandezas;leitura_anterior;leitura_atual;const_medidor;consumo_kwh;qtd_enrg_tusd;prc_unit_tributos_tusd;tusd;pis_cofins_tusd;aliq_icms_tusd;icms_tusd;tarifa_unit_tusd;qtd_enrg_te;prc_unit_tributos_te;te;pis_cofins_te;aliq_icms_te;icms_te;tarifa_unit_te;qtd_enrg_compensada_tusd;prc_unit_tributos_compensada_tusd;compensada_tusd;pis_cofins_compensada_tusd;aliq_icms_compensada_tusd;icms_compensada_tusd;tarifa_unit_compensada_tusd;qtd_enrg_compensada_te;prc_unit_tributos_compensada_te;compensada_te;pis_cofins_compensada_te;aliq_icms_compensada_te;icms_compensada_te;tarifa_unit_compensada_te;multa;juros_mora;tx_2_emss_fat;dmic;pc_art113_ren414;cosip_cip;atualz_monetaria;rev_fat_atualiz;ren_1000;art_323;devol_pgto_fat_cancel;sem_corresp_saldo;cred_solu_rclm;cred_prox_fat;total;pis_cofins_total;icms_total;tipo
03/2024;2024-03-14;4;13;ENRG ATV;16333,0;23967,0;1,0;7634,0;7634,0;0,47189;3602,41;153,6;0,18;648,43;0,36683;7634,0;0,36311;2771,97;118,18;0,18;498,95;0,28227;5780,0;0,38695;-2236,57;-116,3;0,0;0,0;0,36683;5780,0;0,36311;-2098,78;-89,48;0,18;-377,78;0,28227;51,35;4,21;;;;412,08;10,79;;;;;0,0;;;2517,46;66,0;769,6;valida
04/2024;2024-04-23;4;4;ENRG ATV;9280,0;12072,0;1,0;2792,0;2792,0;0,46941;1310,58;50,5;0,18;235,9;0,36683;2792,0;0,3612;1008,47;38,86;0,18;181,52;0,28227;1026,0;0,3849;-394,91;-18,55;0,0;0,0;0,36683;1026,0;0,36118;-370,57;-14,27;0,18;-66,7;0,28227;;;;-382,5;;167,89;;;;;;0,0;;;1338,96;56,54;350,72;valida
04/2024;2024-05-23;2;6;ENRG ATV;91462,0;97368,0;1,0;5906,0;5906,0;0,46941;2772,35;106,84;0,18;499,02;0,36683;5906,0;0,36121;2133,28;82,21;0,18;383,99;0,28227;5876,0;0,38492;-2261,78;-106,29;0,0;0,0;0,36683;5876,0;0,3612;-2122,42;-81,78;0,18;-382,03;0,28227;;;;;;343,4;;;;;;0,0;;;864,83;0,98;500,98;valida
04/2024;2024-04-23;3;10;ENRG ATV;;;1,0;2080,0;2080,0;0,4694;976,36;37,62;0,18;175,74;0,36683;2080,0;0,3612;751,3;28,95;0,18;135,23;0,28227;509,6;0,36682;-186,93;0,0;0,0;0,0;0,36683;509,6;0,28226;-143,84;0,0;0,0;0,0;0,28227;;;;-95,84;;141,67;;;;;;0,0;;;1442,72;66,57;310,97;valida
04/2024;2024-04-12;4;13;ENRG ATV;23967,0;33834,0;1,0;9867,0;9867,0;0,46941;4631,71;178,5;0,18;833,7;0,36683;9867,0;0,36121;3564,01;137,34;0,18;641,52;0,28227;5814,0;0,38492;-2237,91;-105,17;0,0;0,0;0,36683;5814,0;0,3612;-2100,04;-80,93;0,18;-378,0;0,28227;50,34;5,78;;-430,31;;494,5;20,89;;;;;0,0;;;3998,97;129,74;1097,22;valida
04/2024;2024-04-23;2;2;ENRG ATV;;46384,0;1,0;11979,0;11979,0;0,46941;5623,12;216,71;0,18;1012,16;0,36683;11979,0;0,36121;4326,9;166,75;0,18;778,84;0,28227;11929,0;0,38492;-4591,72;-215,81;0,0;0,0;0,36683;11929,0;0,36121;-4308,82;-166,05;0,18;-775,58;0,28227;;;;-534,94;;593,41;;;;;;0,0;;;1107,95;1,6;1015,42;valida
04/2024;2024-04-23;3;3;ENRG ATV;;;0,016;10463,58;10463,584;0,46941;4911,75;189,29;0,18;884,11;0,36683;10463,584;0,36121;3779,51;145,65;0,18;680,31;0,28227;3802,4;0,36683;-1394,83;0,0;0,0;0,0;0,36683;3802,4;0,28227;-1073,3;0,0;0,0;0,0;0,28227;136,86;2,24;;-681,95;;593,41;56,8;;;;;0,0;;;6330,49;334,94;1564,42;valida
04/2024;2024-04-23;1;1;ENRG ATV;;;1,0;8194,0;8194,0;0,46941;3846,37;148,23;0,18;692,34;0,36683;8194,0;0,36121;2959,73;114,06;0,18;532,75;0,28227;3528,0;0,36683;-1294,17;0,0;0,0;0,0;0,36683;3528,0;0,28227;-995,84;0,0;0,0;0,0;0,28227;;;;-446,59;;494,5;;;;;;0,0;;;4564,0;262,29;1225,09;valida
04/2024;2024-05-03;6;9;ENRG ATV;42583671,0;42770800,0;0,016;2994,064;2994,064;0,46941;1405,45;54,16;0,18;252,98;0,36683;2994,064;0,3612;1081,46;41,67;0,18;194,66;0,28227;;;;;;;;;;;;;;;;;;;;212,3;;;;;;0,0;;;2699,21;95,83;447,64;valida
04/2024;2024-05-27;6;8;ENRG ATV INJ;1,0;1,0;40,0;0,0;6800,0;0,46941;3192,01;123,01;0,18;574,56;0,36683;6800,0;0,3612;2456,19;94,65;0,18;442,11;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;0,0;;;5966,55;217,66;1016,67;valida
04/2024;2024-05-22;7;12;ENRG ATV INJ;2377,0;2554,0;40,0;7080,0;100,0;0,4692;46,92;1,8;0,18;8,44;0,36683;100,0;0,3609;36,09;1,38;0,18;6,49;0,28227;;;;;;;;;;;;;;;;;;;;3,87;;;;;;0,0;;;86,88;3,18;14,93;valida
04/2024;2024-05-27;2;7;ENRG ATV INJ;3623,0;3883,0;40,0;10400,0;100,0;0,4692;46,92;1,8;0,18;8,44;0,36683;100,0;0,3609;36,09;1,38;0,18;6,49;0,28227;;;;;;;;;;;;;;;;;;;;6,3;;;;;;0,0;;;89,31;3,18;14,93;valida
04/2024;2024-05-27;4;5;ENRG ATV INJ;8333,0;;40,0;5400,0;120,0;0,46917;56,3;2,16;0,18;10,13;0,36683;120,0;0,361;43,32;1,66;0,18;7,79;0,28227;20,0;0,384;-7,68;-0,35;0,0;0,0;0,36683;20,0;0,3595;-7,19;-0,26;0,18;-1,29;0,28227;2,55;0,53;;;;6,72;0,32;;;;;0,0;;;94,87;3,21;16,63;valida
05/2024;2024-05-23;2;2;ENRG ATV;46384,0;56851,0;1,0;10467,0;10467,0;0,47224;4942,92;213,6;0,18;889,72;0,36683;10467,0;0,36338;3803,5;164,35;0,18;684,63;0,28227;6257,2;0,38723;-2423,0;-127,68;0,0;0,0;0,36683;6257,2;0,36338;-2273,73;-98,25;0,18;-409,27;0,28227;;;;-1103,6;;593,41;;;;;;0,0;;;3539,5;152,02;1165,08;valida
05/2024;2024-05-23;1;1;ENRG ATV;;83283,0;1,0;15047,0;15047,0;0,47224;7105,79;307,06;0,18;1279,04;0,36683;15047,0;0,36338;5467,78;236,27;0,18;984,2;0,28227;3186,0;0,36683;-1168,72;0,0;0,0;0,0;0,36683;3186,0;0,28227;-899,31;0,0;0,0;0,0;0,28227;;;;-1293,61;;712,08;;;;;;0,0;;;9924,01;543,33;2263,24;valida
05/2024;2024-05-23;4;4;ENRG ATV;12072,0;19649,0;1,0;7577,0;7577,0;0,47224;3578,15;154,62;0,18;644,06;0,36683;7577,0;0,36338;2753,31;118,97;0,18;495,59;0,28227;807,0;0,38722;-312,49;-16,46;0,0;0,0;0,36683;807,0;0,36337;-293,24;-12,67;0,18;-52,78;0,28227;;;;-1612,26;;412,08;;;;;;0,0;;;4525,55;244,46;1086,87;valida
05/2024;2024-05-22;4;13;ENRG ATV;33834,0;38759,0;1,0;4925,0;4925,0;0,47223;2325,75;100,49;0,18;418,63;0,36683;4925,0;0,36338;1789,63;77,33;0,18;322,13;0,28227;4573,0;0,38723;-1770,82;-93,31;0,0;0,0;0,36683;4573,0;0,36338;-1661,73;-71,8;0,18;-299,11;0,28227;79,97;7,88;;-1030,56;;286,17;6,4;;;;;0,0;;;32,69;12,71;441,65;valida
05/2024;2024-06-24;2;6;ENRG ATV;97368,0;3173,0;1,0;5805,0;5805,0;0,47224;2741,34;118,46;0,18;493,44;0,36683;5805,0;0,36338;2109,4;91,14;0,18;379,69;0,28227;5775,0;0,38724;-2236,29;-117,85;0,0;0,0;0,36683;5775,0;0,36338;-2098,5;-90,67;0,18;-377,73;0,28227;;;;;;343,4;;;;;;0,0;;;859,35;1,08;495,4;valida
05/2024;2024-06-24;3;10;ENRG ATV;;98222,0;1,0;17348,0;2193,5;0,47223;1035,84;44,75;0,18;186,45;0,36683;2193,5;0,36337;797,06;34,44;0,18;143,47;0,28227;900,9;0,36682;-330,47;0,0;0,0;0,0;0,36683;900,9;0,28226;-254,29;0,0;0,0;0,0;0,28227;;;;;;141,67;;;;;;0,0;;;1389,81;79,19;329,92;valida
05/2024;2024-06-24;3;3;ENRG ATV;;52175083,0;0,016;0,0;100,0;0,472;47,2;2,03;0,18;8,49;0,36683;100,0;0,363;36,3;1,55;0,18;6,53;0,28227;;;;;;;;;;;;;;;;;;;;5,39;;;;;;0,0;;;88,89;3,58;15,02;valida
05/2024;2024-06-25;7;12;ENRG ATV INJ;2554,0;2724,0;40,0;6800,0;120,0;0,472;56,64;2,44;0,18;10,19;0,36683;120,0;0,36317;43,58;1,87;0,18;7,84;0,28227;20,0;0,3865;-7,73;-0,4;0,0;0,0;0,36683;20,0;0,362;-7,24;-0,3;0,18;-1,3;0,28227;1,63;0,29;;;;6,52;0,13;;;;;0,0;;;93,82;3,61;16,73;valida
05/2024;2024-06-26;4;5;ENRG ATV INJ;;8584,0;40,0;4640,0;100,0;0,472;47,2;2,03;0,18;8,49;0,36683;100,0;0,363;36,3;1,55;0,18;6,53;0,28227;;;;;;;;;;;;;;;;;;;;6,3;;;;;;0,0;;;89,8;3,58;15,02;valida
05/2024;2024-06-26;2;7;ENRG ATV INJ;3883,0;4123,0;40,0;9600,0;100,0;0,472;47,2;2,03;0,18;8,49;0,36683;100,0;0,363;36,3;1,55;0,18;6,53;0,28227;;;;;;;;;;;;;;;2,62;0,55;;;;4,33;0,5;;;;;0,0;;;91,5;3,58;15,02;valida
05/2024;2024-06-26;6;8;ENRG ATV INJ;1,0;1,0;40,0;0,0;7320,0;0,47224;3456,78;149,37;0,18;622,22;0,36683;7320,0;0,36338;2659,93;114,94;0,18;478,78;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;0,0;;;6435,06;264,31;1101,0;valida
05/2024;2024-06-26;6;11;ENRG ATV;20950,0;21397,0;1,0;447,0;447,0;0,47219;211,07;9,11;0,18;37,99;0,36683;447,0;0,36333;162,41;7,01;0,18;29,23;0,28227;;;;;;;;;;;;;;;;;;;;23,38;;;;;;0,0;;;396,86;16,12;67,22;valida
05/2024;2024-06-04;6;9;ENRG ATV;42770800,0;43126900,0;0,016;5697,6;5697,6;0,47224;2690,62;116,26;0,18;484,31;0,36683;5697,6;0,36338;2070,39;89,46;0,18;372,67;0,28227;;;;;;;;;;;;;;;;;;;;318,35;;;;;;0,0;;;5079,36;205,72;856,98;valida
